CHROMATOGRAM
3-phenylpropyl-chloride.raw
Data points: 36001
Time	Intensity
6.999167	-625
7.000000	-621
7.000833	-614
7.001667	-621
7.002500	-618
7.003333	-618
7.004167	-618
7.005000	-617
7.005833	-616
7.006667	-619
7.007500	-609
7.008333	-612
7.009167	-619
7.010000	-615
7.010833	-620
7.011667	-618
7.012500	-616
7.013333	-616
7.014167	-621
7.015000	-616
7.015833	-615
7.016667	-611
7.017500	-606
7.018333	-603
7.019167	-609
7.020000	-609
7.020833	-607
7.021667	-615
7.022500	-612
7.023333	-614
7.024167	-612
7.025000	-616
7.025833	-616
7.026667	-610
7.027500	-610
7.028333	-607
7.029167	-615
7.030000	-608
7.030833	-609
7.031667	-611
7.032500	-603
7.033333	-606
7.034167	-613
7.035000	-606
7.035833	-607
7.036667	-614
7.037500	-610
7.038333	-610
7.039167	-612
7.040000	-608
7.040833	-606
7.041667	-603
7.042500	-604
7.043333	-598
7.044167	-601
7.045000	-601
7.045833	-598
7.046667	-602
7.047500	-605
7.048333	-612
7.049167	-605
7.050000	-608
7.050833	-603
7.051667	-613
7.052500	-608
7.053333	-605
7.054167	-609
7.055000	-603
7.055833	-604
7.056667	-608
7.057500	-608
7.058333	-602
7.059167	-598
7.060000	-605
7.060833	-602
7.061667	-603
7.062500	-599
7.063333	-599
7.064167	-610
7.065000	-602
7.065833	-606
7.066667	-610
7.067500	-607
7.068333	-613
7.069167	-615
7.070000	-610
7.070833	-610
7.071667	-614
7.072500	-609
7.073333	-607
7.074167	-608
7.075000	-598
7.075833	-601
7.076667	-602
7.077500	-600
7.078333	-611
7.079167	-612
7.080000	-604
7.080833	-613
7.081667	-611
7.082500	-608
7.083333	-606
7.084167	-611
7.085000	-607
7.085833	-613
7.086667	-605
7.087500	-607
7.088333	-600
7.089167	-605
7.090000	-606
7.090833	-604
7.091667	-600
7.092500	-603
7.093333	-595
7.094167	-598
7.095000	-597
7.095833	-599
7.096667	-597
7.097500	-594
7.098333	-597
7.099167	-596
7.100000	-596
7.100833	-600
7.101667	-595
7.102500	-599
7.103333	-598
7.104167	-597
7.105000	-593
7.105833	-596
7.106667	-589
7.107500	-586
7.108333	-591
7.109167	-586
7.110000	-592
7.110833	-593
7.111667	-595
7.112500	-584
7.113333	-590
7.114167	-593
7.115000	-588
7.115833	-586
7.116667	-592
7.117500	-588
7.118333	-584
7.119167	-584
7.120000	-583
7.120833	-578
7.121667	-582
7.122500	-581
7.123333	-577
7.124167	-576
7.125000	-578
7.125833	-567
7.126667	-564
7.127500	-576
7.128333	-570
7.129167	-567
7.130000	-574
7.130833	-570
7.131667	-561
7.132500	-571
7.133333	-569
7.134167	-565
7.135000	-568
7.135833	-573
7.136667	-567
7.137500	-569
7.138333	-566
7.139167	-563
7.140000	-564
7.140833	-566
7.141667	-567
7.142500	-569
7.143333	-565
7.144167	-563
7.145000	-565
7.145833	-550
7.146667	-550
7.147500	-555
7.148333	-556
7.149167	-550
7.150000	-553
7.150833	-542
7.151667	-549
7.152500	-542
7.153333	-539
7.154167	-545
7.155000	-544
7.155833	-538
7.156667	-542
7.157500	-538
7.158333	-528
7.159167	-533
7.160000	-525
7.160833	-522
7.161667	-530
7.162500	-530
7.163333	-520
7.164167	-526
7.165000	-519
7.165833	-512
7.166667	-516
7.167500	-513
7.168333	-511
7.169167	-504
7.170000	-513
7.170833	-504
7.171667	-506
7.172500	-506
7.173333	-501
7.174167	-500
7.175000	-493
7.175833	-494
7.176667	-491
7.177500	-490
7.178333	-487
7.179167	-489
7.180000	-488
7.180833	-485
7.181667	-491
7.182500	-481
7.183333	-489
7.184167	-483
7.185000	-478
7.185833	-486
7.186667	-475
7.187500	-478
7.188333	-476
7.189167	-474
7.190000	-469
7.190833	-468
7.191667	-468
7.192500	-458
7.193333	-469
7.194167	-464
7.195000	-454
7.195833	-459
7.196667	-455
7.197500	-454
7.198333	-454
7.199167	-451
7.200000	-445
7.200833	-441
7.201667	-446
7.202500	-443
7.203333	-448
7.204167	-442
7.205000	-435
7.205833	-432
7.206667	-429
7.207500	-428
7.208333	-417
7.209167	-421
7.210000	-426
7.210833	-417
7.211667	-419
7.212500	-413
7.213333	-409
7.214167	-407
7.215000	-405
7.215833	-403
7.216667	-405
7.217500	-401
7.218333	-392
7.219167	-391
7.220000	-389
7.220833	-386
7.221667	-385
7.222500	-382
7.223333	-374
7.224167	-373
7.225000	-375
7.225833	-368
7.226667	-357
7.227500	-358
7.228333	-363
7.229167	-356
7.230000	-357
7.230833	-350
7.231667	-346
7.232500	-342
7.233333	-342
7.234167	-335
7.235000	-335
7.235833	-332
7.236667	-331
7.237500	-327
7.238333	-330
7.239167	-328
7.240000	-318
7.240833	-316
7.241667	-314
7.242500	-310
7.243333	-305
7.244167	-306
7.245000	-299
7.245833	-293
7.246667	-291
7.247500	-291
7.248333	-289
7.249167	-287
7.250000	-282
7.250833	-278
7.251667	-271
7.252500	-265
7.253333	-265
7.254167	-270
7.255000	-265
7.255833	-254
7.256667	-259
7.257500	-250
7.258333	-241
7.259167	-247
7.260000	-242
7.260833	-242
7.261667	-242
7.262500	-234
7.263333	-218
7.264167	-219
7.265000	-218
7.265833	-214
7.266667	-209
7.267500	-194
7.268333	-190
7.269167	-197
7.270000	-189
7.270833	-182
7.271667	-179
7.272500	-174
7.273333	-172
7.274167	-168
7.275000	-164
7.275833	-158
7.276667	-152
7.277500	-144
7.278333	-147
7.279167	-141
7.280000	-138
7.280833	-128
7.281667	-130
7.282500	-119
7.283333	-106
7.284167	-110
7.285000	-101
7.285833	-89
7.286667	-85
7.287500	-90
7.288333	-82
7.289167	-83
7.290000	-82
7.290833	-65
7.291667	-57
7.292500	-65
7.293333	-49
7.294167	-49
7.295000	-49
7.295833	-38
7.296667	-31
7.297500	-29
7.298333	-23
7.299167	-15
7.300000	-18
7.300833	-14
7.301667	-4
7.302500	4
7.303333	9
7.304167	16
7.305000	22
7.305833	28
7.306667	33
7.307500	44
7.308333	42
7.309167	46
7.310000	57
7.310833	60
7.311667	63
7.312500	70
7.313333	81
7.314167	82
7.315000	96
7.315833	92
7.316667	96
7.317500	101
7.318333	105
7.319167	115
7.320000	128
7.320833	129
7.321667	139
7.322500	138
7.323333	142
7.324167	149
7.325000	160
7.325833	168
7.326667	171
7.327500	177
7.328333	184
7.329167	194
7.330000	193
7.330833	203
7.331667	207
7.332500	215
7.333333	224
7.334167	230
7.335000	230
7.335833	237
7.336667	238
7.337500	251
7.338333	258
7.339167	259
7.340000	260
7.340833	274
7.341667	277
7.342500	286
7.343333	295
7.344167	299
7.345000	302
7.345833	313
7.346667	311
7.347500	322
7.348333	331
7.349167	330
7.350000	341
7.350833	352
7.351667	350
7.352500	357
7.353333	368
7.354167	370
7.355000	372
7.355833	380
7.356667	391
7.357500	399
7.358333	408
7.359167	413
7.360000	419
7.360833	427
7.361667	430
7.362500	443
7.363333	453
7.364167	458
7.365000	459
7.365833	473
7.366667	473
7.367500	484
7.368333	493
7.369167	498
7.370000	507
7.370833	517
7.371667	527
7.372500	529
7.373333	538
7.374167	542
7.375000	546
7.375833	554
7.376667	560
7.377500	570
7.378333	582
7.379167	589
7.380000	593
7.380833	608
7.381667	610
7.382500	617
7.383333	627
7.384167	629
7.385000	634
7.385833	650
7.386667	652
7.387500	662
7.388333	670
7.389167	679
7.390000	683
7.390833	692
7.391667	695
7.392500	704
7.393333	714
7.394167	725
7.395000	732
7.395833	741
7.396667	746
7.397500	753
7.398333	760
7.399167	767
7.400000	779
7.400833	783
7.401667	792
7.402500	800
7.403333	813
7.404167	816
7.405000	824
7.405833	840
7.406667	841
7.407500	848
7.408333	853
7.409167	863
7.410000	868
7.410833	877
7.411667	879
7.412500	895
7.413333	901
7.414167	901
7.415000	913
7.415833	918
7.416667	927
7.417500	940
7.418333	945
7.419167	948
7.420000	963
7.420833	972
7.421667	974
7.422500	978
7.423333	997
7.424167	992
7.425000	1002
7.425833	1013
7.426667	1019
7.427500	1021
7.428333	1030
7.429167	1031
7.430000	1040
7.430833	1050
7.431667	1058
7.432500	1058
7.433333	1082
7.434167	1079
7.435000	1079
7.435833	1093
7.436667	1092
7.437500	1094
7.438333	1111
7.439167	1114
7.440000	1106
7.440833	1118
7.441667	1130
7.442500	1130
7.443333	1142
7.444167	1143
7.445000	1147
7.445833	1160
7.446667	1166
7.447500	1162
7.448333	1167
7.449167	1184
7.450000	1183
7.450833	1190
7.451667	1199
7.452500	1192
7.453333	1204
7.454167	1211
7.455000	1227
7.455833	1205
7.456667	1242
7.457500	1219
7.458333	1243
7.459167	1242
7.460000	1253
7.460833	1247
7.461667	1254
7.462500	1260
7.463333	1255
7.464167	1271
7.465000	1265
7.465833	1275
7.466667	1273
7.467500	1275
7.468333	1288
7.469167	1285
7.470000	1291
7.470833	1291
7.471667	1297
7.472500	1304
7.473333	1299
7.474167	1317
7.475000	1312
7.475833	1316
7.476667	1320
7.477500	1327
7.478333	1326
7.479167	1329
7.480000	1337
7.480833	1333
7.481667	1334
7.482500	1345
7.483333	1339
7.484167	1346
7.485000	1346
7.485833	1353
7.486667	1350
7.487500	1353
7.488333	1359
7.489167	1362
7.490000	1363
7.490833	1367
7.491667	1370
7.492500	1372
7.493333	1372
7.494167	1382
7.495000	1367
7.495833	1379
7.496667	1381
7.497500	1379
7.498333	1382
7.499167	1381
7.500000	1384
7.500833	1380
7.501667	1385
7.502500	1387
7.503333	1388
7.504167	1381
7.505000	1391
7.505833	1395
7.506667	1391
7.507500	1386
7.508333	1392
7.509167	1383
7.510000	1385
7.510833	1393
7.511667	1393
7.512500	1392
7.513333	1384
7.514167	1384
7.515000	1393
7.515833	1380
7.516667	1379
7.517500	1386
7.518333	1386
7.519167	1380
7.520000	1384
7.520833	1383
7.521667	1380
7.522500	1395
7.523333	1385
7.524167	1384
7.525000	1386
7.525833	1375
7.526667	1376
7.527500	1377
7.528333	1372
7.529167	1365
7.530000	1378
7.530833	1378
7.531667	1359
7.532500	1370
7.533333	1376
7.534167	1363
7.535000	1370
7.535833	1361
7.536667	1351
7.537500	1352
7.538333	1351
7.539167	1340
7.540000	1347
7.540833	1341
7.541667	1335
7.542500	1335
7.543333	1333
7.544167	1327
7.545000	1331
7.545833	1322
7.546667	1315
7.547500	1316
7.548333	1317
7.549167	1304
7.550000	1308
7.550833	1301
7.551667	1305
7.552500	1297
7.553333	1281
7.554167	1282
7.555000	1275
7.555833	1268
7.556667	1270
7.557500	1274
7.558333	1258
7.559167	1256
7.560000	1262
7.560833	1250
7.561667	1254
7.562500	1247
7.563333	1244
7.564167	1238
7.565000	1223
7.565833	1230
7.566667	1228
7.567500	1220
7.568333	1210
7.569167	1219
7.570000	1204
7.570833	1197
7.571667	1189
7.572500	1183
7.573333	1186
7.574167	1180
7.575000	1173
7.575833	1160
7.576667	1161
7.577500	1154
7.578333	1143
7.579167	1150
7.580000	1134
7.580833	1126
7.581667	1125
7.582500	1113
7.583333	1099
7.584167	1101
7.585000	1094
7.585833	1081
7.586667	1082
7.587500	1071
7.588333	1066
7.589167	1059
7.590000	1049
7.590833	1048
7.591667	1039
7.592500	1031
7.593333	1029
7.594167	1019
7.595000	1016
7.595833	1013
7.596667	1003
7.597500	991
7.598333	992
7.599167	981
7.600000	968
7.600833	965
7.601667	958
7.602500	949
7.603333	946
7.604167	938
7.605000	919
7.605833	916
7.606667	905
7.607500	901
7.608333	893
7.609167	888
7.610000	876
7.610833	877
7.611667	868
7.612500	865
7.613333	853
7.614167	846
7.615000	840
7.615833	825
7.616667	821
7.617500	809
7.618333	805
7.619167	796
7.620000	788
7.620833	781
7.621667	773
7.622500	762
7.623333	757
7.624167	745
7.625000	739
7.625833	730
7.626667	720
7.627500	721
7.628333	711
7.629167	697
7.630000	698
7.630833	689
7.631667	669
7.632500	669
7.633333	664
7.634167	653
7.635000	644
7.635833	634
7.636667	623
7.637500	618
7.638333	617
7.639167	601
7.640000	592
7.640833	601
7.641667	574
7.642500	571
7.643333	578
7.644167	561
7.645000	554
7.645833	549
7.646667	533
7.647500	524
7.648333	525
7.649167	507
7.650000	504
7.650833	500
7.651667	482
7.652500	474
7.653333	479
7.654167	462
7.655000	449
7.655833	449
7.656667	432
7.657500	424
7.658333	425
7.659167	422
7.660000	408
7.660833	409
7.661667	397
7.662500	391
7.663333	383
7.664167	368
7.665000	362
7.665833	353
7.666667	351
7.667500	340
7.668333	335
7.669167	335
7.670000	311
7.670833	306
7.671667	299
7.672500	296
7.673333	283
7.674167	279
7.675000	280
7.675833	267
7.676667	260
7.677500	253
7.678333	242
7.679167	242
7.680000	239
7.680833	223
7.681667	222
7.682500	214
7.683333	210
7.684167	204
7.685000	201
7.685833	186
7.686667	175
7.687500	170
7.688333	166
7.689167	154
7.690000	143
7.690833	145
7.691667	132
7.692500	136
7.693333	132
7.694167	111
7.695000	104
7.695833	102
7.696667	89
7.697500	85
7.698333	85
7.699167	77
7.700000	73
7.700833	75
7.701667	62
7.702500	55
7.703333	53
7.704167	42
7.705000	38
7.705833	38
7.706667	25
7.707500	11
7.708333	19
7.709167	9
7.710000	4
7.710833	4
7.711667	-0
7.712500	-5
7.713333	-5
7.714167	-21
7.715000	-22
7.715833	-24
7.716667	-31
7.717500	-33
7.718333	-41
7.719167	-50
7.720000	-62
7.720833	-53
7.721667	-72
7.722500	-77
7.723333	-74
7.724167	-85
7.725000	-87
7.725833	-88
7.726667	-95
7.727500	-96
7.728333	-109
7.729167	-113
7.730000	-117
7.730833	-120
7.731667	-128
7.732500	-130
7.733333	-131
7.734167	-142
7.735000	-142
7.735833	-139
7.736667	-154
7.737500	-155
7.738333	-155
7.739167	-164
7.740000	-173
7.740833	-172
7.741667	-180
7.742500	-178
7.743333	-179
7.744167	-186
7.745000	-187
7.745833	-189
7.746667	-197
7.747500	-203
7.748333	-204
7.749167	-207
7.750000	-210
7.750833	-217
7.751667	-231
7.752500	-227
7.753333	-238
7.754167	-241
7.755000	-242
7.755833	-246
7.756667	-250
7.757500	-245
7.758333	-251
7.759167	-260
7.760000	-252
7.760833	-259
7.761667	-271
7.762500	-274
7.763333	-279
7.764167	-289
7.765000	-283
7.765833	-285
7.766667	-296
7.767500	-296
7.768333	-285
7.769167	-293
7.770000	-298
7.770833	-306
7.771667	-305
7.772500	-302
7.773333	-317
7.774167	-317
7.775000	-315
7.775833	-321
7.776667	-323
7.777500	-320
7.778333	-335
7.779167	-334
7.780000	-327
7.780833	-333
7.781667	-340
7.782500	-330
7.783333	-344
7.784167	-348
7.785000	-348
7.785833	-344
7.786667	-349
7.787500	-346
7.788333	-349
7.789167	-358
7.790000	-348
7.790833	-360
7.791667	-364
7.792500	-364
7.793333	-365
7.794167	-365
7.795000	-379
7.795833	-372
7.796667	-379
7.797500	-381
7.798333	-381
7.799167	-383
7.800000	-382
7.800833	-386
7.801667	-386
7.802500	-390
7.803333	-393
7.804167	-389
7.805000	-394
7.805833	-393
7.806667	-403
7.807500	-400
7.808333	-404
7.809167	-406
7.810000	-407
7.810833	-414
7.811667	-406
7.812500	-414
7.813333	-420
7.814167	-406
7.815000	-423
7.815833	-418
7.816667	-415
7.817500	-415
7.818333	-418
7.819167	-425
7.820000	-426
7.820833	-425
7.821667	-429
7.822500	-425
7.823333	-431
7.824167	-437
7.825000	-434
7.825833	-435
7.826667	-438
7.827500	-441
7.828333	-447
7.829167	-441
7.830000	-447
7.830833	-449
7.831667	-448
7.832500	-449
7.833333	-443
7.834167	-444
7.835000	-447
7.835833	-451
7.836667	-450
7.837500	-452
7.838333	-454
7.839167	-454
7.840000	-451
7.840833	-447
7.841667	-445
7.842500	-454
7.843333	-455
7.844167	-451
7.845000	-455
7.845833	-453
7.846667	-454
7.847500	-448
7.848333	-454
7.849167	-458
7.850000	-452
7.850833	-451
7.851667	-453
7.852500	-455
7.853333	-457
7.854167	-456
7.855000	-458
7.855833	-455
7.856667	-451
7.857500	-450
7.858333	-453
7.859167	-461
7.860000	-454
7.860833	-452
7.861667	-461
7.862500	-453
7.863333	-452
7.864167	-462
7.865000	-458
7.865833	-454
7.866667	-471
7.867500	-467
7.868333	-462
7.869167	-466
7.870000	-465
7.870833	-459
7.871667	-460
7.872500	-468
7.873333	-456
7.874167	-456
7.875000	-466
7.875833	-450
7.876667	-476
7.877500	-444
7.878333	-475
7.879167	-446
7.880000	-457
7.880833	-454
7.881667	-461
7.882500	-456
7.883333	-452
7.884167	-457
7.885000	-455
7.885833	-451
7.886667	-454
7.887500	-442
7.888333	-446
7.889167	-453
7.890000	-446
7.890833	-439
7.891667	-454
7.892500	-448
7.893333	-440
7.894167	-447
7.895000	-438
7.895833	-436
7.896667	-443
7.897500	-433
7.898333	-441
7.899167	-438
7.900000	-440
7.900833	-433
7.901667	-431
7.902500	-427
7.903333	-420
7.904167	-431
7.905000	-421
7.905833	-423
7.906667	-423
7.907500	-421
7.908333	-418
7.909167	-421
7.910000	-414
7.910833	-405
7.911667	-412
7.912500	-413
7.913333	-407
7.914167	-399
7.915000	-402
7.915833	-401
7.916667	-395
7.917500	-403
7.918333	-384
7.919167	-384
7.920000	-393
7.920833	-389
7.921667	-385
7.922500	-378
7.923333	-381
7.924167	-366
7.925000	-377
7.925833	-371
7.926667	-359
7.927500	-360
7.928333	-350
7.929167	-356
7.930000	-348
7.930833	-350
7.931667	-348
7.932500	-342
7.933333	-338
7.934167	-337
7.935000	-334
7.935833	-324
7.936667	-320
7.937500	-324
7.938333	-308
7.939167	-304
7.940000	-311
7.940833	-303
7.941667	-292
7.942500	-292
7.943333	-289
7.944167	-274
7.945000	-277
7.945833	-262
7.946667	-257
7.947500	-255
7.948333	-252
7.949167	-244
7.950000	-238
7.950833	-234
7.951667	-226
7.952500	-227
7.953333	-215
7.954167	-215
7.955000	-217
7.955833	-199
7.956667	-193
7.957500	-198
7.958333	-191
7.959167	-174
7.960000	-176
7.960833	-167
7.961667	-157
7.962500	-153
7.963333	-142
7.964167	-134
7.965000	-137
7.965833	-119
7.966667	-110
7.967500	-108
7.968333	-100
7.969167	-89
7.970000	-86
7.970833	-78
7.971667	-57
7.972500	-50
7.973333	-36
7.974167	-34
7.975000	-21
7.975833	-12
7.976667	-3
7.977500	1
7.978333	18
7.979167	27
7.980000	31
7.980833	54
7.981667	65
7.982500	59
7.983333	74
7.984167	87
7.985000	96
7.985833	111
7.986667	122
7.987500	130
7.988333	147
7.989167	153
7.990000	167
7.990833	186
7.991667	191
7.992500	204
7.993333	225
7.994167	239
7.995000	245
7.995833	274
7.996667	278
7.997500	293
7.998333	309
7.999167	318
8.000000	337
8.000833	355
8.001667	365
8.002500	382
8.003333	401
8.004167	414
8.005000	435
8.005833	453
8.006667	464
8.007500	482
8.008333	501
8.009167	514
8.010000	533
8.010833	555
8.011667	573
8.012500	590
8.013333	609
8.014167	635
8.015000	645
8.015833	676
8.016667	693
8.017500	716
8.018333	735
8.019167	755
8.020000	780
8.020833	801
8.021667	822
8.022500	846
8.023333	872
8.024167	893
8.025000	909
8.025833	942
8.026667	956
8.027500	978
8.028333	1002
8.029167	1020
8.030000	1054
8.030833	1084
8.031667	1103
8.032500	1129
8.033333	1168
8.034167	1186
8.035000	1224
8.035833	1256
8.036667	1269
8.037500	1303
8.038333	1340
8.039167	1365
8.040000	1392
8.040833	1434
8.041667	1450
8.042500	1487
8.043333	1516
8.044167	1540
8.045000	1579
8.045833	1619
8.046667	1643
8.047500	1677
8.048333	1714
8.049167	1745
8.050000	1782
8.050833	1814
8.051667	1846
8.052500	1891
8.053333	1925
8.054167	1963
8.055000	1997
8.055833	2044
8.056667	2074
8.057500	2126
8.058333	2165
8.059167	2195
8.060000	2244
8.060833	2289
8.061667	2324
8.062500	2370
8.063333	2419
8.064167	2452
8.065000	2505
8.065833	2547
8.066667	2592
8.067500	2645
8.068333	2696
8.069167	2732
8.070000	2785
8.070833	2838
8.071667	2882
8.072500	2928
8.073333	2981
8.074167	3034
8.075000	3089
8.075833	3148
8.076667	3204
8.077500	3258
8.078333	3315
8.079167	3372
8.080000	3420
8.080833	3481
8.081667	3546
8.082500	3595
8.083333	3659
8.084167	3727
8.085000	3784
8.085833	3848
8.086667	3922
8.087500	3979
8.088333	4040
8.089167	4120
8.090000	4178
8.090833	4252
8.091667	4323
8.092500	4390
8.093333	4458
8.094167	4535
8.095000	4602
8.095833	4680
8.096667	4760
8.097500	4835
8.098333	4916
8.099167	4997
8.100000	5078
8.100833	5162
8.101667	5247
8.102500	5320
8.103333	5410
8.104167	5498
8.105000	5582
8.105833	5667
8.106667	5768
8.107500	5852
8.108333	5944
8.109167	6044
8.110000	6143
8.110833	6240
8.111667	6347
8.112500	6445
8.113333	6539
8.114167	6647
8.115000	6757
8.115833	6858
8.116667	6969
8.117500	7075
8.118333	7190
8.119167	7294
8.120000	7412
8.120833	7534
8.121667	7643
8.122500	7764
8.123333	7892
8.124167	8007
8.125000	8134
8.125833	8263
8.126667	8390
8.127500	8513
8.128333	8652
8.129167	8786
8.130000	8923
8.130833	9059
8.131667	9203
8.132500	9348
8.133333	9489
8.134167	9636
8.135000	9768
8.135833	9924
8.136667	10075
8.137500	10219
8.138333	10379
8.139167	10535
8.140000	10692
8.140833	10852
8.141667	11007
8.142500	11171
8.143333	11335
8.144167	11506
8.145000	11679
8.145833	11847
8.146667	12021
8.147500	12186
8.148333	12370
8.149167	12555
8.150000	12720
8.150833	12905
8.151667	13087
8.152500	13275
8.153333	13458
8.154167	13641
8.155000	13836
8.155833	14028
8.156667	14228
8.157500	14429
8.158333	14620
8.159167	14821
8.160000	15025
8.160833	15222
8.161667	15423
8.162500	15634
8.163333	15837
8.164167	16036
8.165000	16256
8.165833	16458
8.166667	16665
8.167500	16884
8.168333	17093
8.169167	17303
8.170000	17524
8.170833	17741
8.171667	17952
8.172500	18176
8.173333	18387
8.174167	18608
8.175000	18836
8.175833	19059
8.176667	19275
8.177500	19510
8.178333	19737
8.179167	19953
8.180000	20172
8.180833	20395
8.181667	20612
8.182500	20835
8.183333	21056
8.184167	21273
8.185000	21496
8.185833	21714
8.186667	21932
8.187500	22148
8.188333	22363
8.189167	22577
8.190000	22804
8.190833	23021
8.191667	23241
8.192500	23458
8.193333	23669
8.194167	23880
8.195000	24107
8.195833	24310
8.196667	24524
8.197500	24739
8.198333	24949
8.199167	25160
8.200000	25372
8.200833	25570
8.201667	25782
8.202500	25997
8.203333	26203
8.204167	26405
8.205000	26605
8.205833	26805
8.206667	27006
8.207500	27197
8.208333	27402
8.209167	27600
8.210000	27795
8.210833	27987
8.211667	28187
8.212500	28373
8.213333	28566
8.214167	28748
8.215000	28938
8.215833	29119
8.216667	29305
8.217500	29492
8.218333	29677
8.219167	29849
8.220000	30029
8.220833	30211
8.221667	30380
8.222500	30549
8.223333	30733
8.224167	30899
8.225000	31065
8.225833	31237
8.226667	31408
8.227500	31581
8.228333	31740
8.229167	31898
8.230000	32057
8.230833	32220
8.231667	32373
8.232500	32542
8.233333	32693
8.234167	32842
8.235000	32994
8.235833	33142
8.236667	33295
8.237500	33437
8.238333	33586
8.239167	33722
8.240000	33874
8.240833	34016
8.241667	34147
8.242500	34291
8.243333	34423
8.244167	34553
8.245000	34697
8.245833	34827
8.246667	34957
8.247500	35087
8.248333	35220
8.249167	35332
8.250000	35464
8.250833	35584
8.251667	35694
8.252500	35823
8.253333	35944
8.254167	36054
8.255000	36161
8.255833	36277
8.256667	36385
8.257500	36489
8.258333	36599
8.259167	36692
8.260000	36809
8.260833	36901
8.261667	37001
8.262500	37113
8.263333	37205
8.264167	37298
8.265000	37398
8.265833	37485
8.266667	37574
8.267500	37665
8.268333	37752
8.269167	37835
8.270000	37922
8.270833	38002
8.271667	38080
8.272500	38169
8.273333	38234
8.274167	38308
8.275000	38386
8.275833	38464
8.276667	38524
8.277500	38601
8.278333	38667
8.279167	38710
8.280000	38789
8.280833	38843
8.281667	38890
8.282500	38951
8.283333	39010
8.284167	39059
8.285000	39116
8.285833	39158
8.286667	39194
8.287500	39247
8.288333	39285
8.289167	39323
8.290000	39362
8.290833	39407
8.291667	39442
8.292500	39478
8.293333	39508
8.294167	39533
8.295000	39566
8.295833	39594
8.296667	39603
8.297500	39633
8.298333	39654
8.299167	39663
8.300000	39683
8.300833	39684
8.301667	39696
8.302500	39704
8.303333	39713
8.304167	39717
8.305000	39708
8.305833	39707
8.306667	39705
8.307500	39700
8.308333	39696
8.309167	39691
8.310000	39668
8.310833	39659
8.311667	39637
8.312500	39609
8.313333	39589
8.314167	39565
8.315000	39531
8.315833	39501
8.316667	39471
8.317500	39437
8.318333	39399
8.319167	39363
8.320000	39325
8.320833	39276
8.321667	39237
8.322500	39190
8.323333	39137
8.324167	39086
8.325000	39026
8.325833	38981
8.326667	38915
8.327500	38845
8.328333	38790
8.329167	38731
8.330000	38655
8.330833	38581
8.331667	38515
8.332500	38429
8.333333	38355
8.334167	38276
8.335000	38184
8.335833	38108
8.336667	38016
8.337500	37923
8.338333	37828
8.339167	37745
8.340000	37636
8.340833	37538
8.341667	37436
8.342500	37325
8.343333	37219
8.344167	37114
8.345000	36993
8.345833	36876
8.346667	36768
8.347500	36652
8.348333	36536
8.349167	36404
8.350000	36276
8.350833	36149
8.351667	36015
8.352500	35890
8.353333	35765
8.354167	35623
8.355000	35480
8.355833	35352
8.356667	35201
8.357500	35060
8.358333	34925
8.359167	34770
8.360000	34621
8.360833	34487
8.361667	34319
8.362500	34152
8.363333	34005
8.364167	33839
8.365000	33675
8.365833	33524
8.366667	33348
8.367500	33175
8.368333	33013
8.369167	32835
8.370000	32661
8.370833	32496
8.371667	32321
8.372500	32134
8.373333	31967
8.374167	31795
8.375000	31610
8.375833	31434
8.376667	31258
8.377500	31052
8.378333	30872
8.379167	30689
8.380000	30491
8.380833	30309
8.381667	30115
8.382500	29924
8.383333	29735
8.384167	29530
8.385000	29336
8.385833	29132
8.386667	28935
8.387500	28740
8.388333	28537
8.389167	28328
8.390000	28119
8.390833	27916
8.391667	27708
8.392500	27502
8.393333	27305
8.394167	27093
8.395000	26881
8.395833	26677
8.396667	26460
8.397500	26252
8.398333	26041
8.399167	25834
8.400000	25624
8.400833	25417
8.401667	25197
8.402500	24990
8.403333	24778
8.404167	24551
8.405000	24343
8.405833	24130
8.406667	23903
8.407500	23687
8.408333	23478
8.409167	23257
8.410000	23040
8.410833	22820
8.411667	22602
8.412500	22385
8.413333	22173
8.414167	21951
8.415000	21741
8.415833	21525
8.416667	21301
8.417500	21100
8.418333	20887
8.419167	20660
8.420000	20447
8.420833	20238
8.421667	20024
8.422500	19823
8.423333	19617
8.424167	19396
8.425000	19199
8.425833	18978
8.426667	18773
8.427500	18572
8.428333	18361
8.429167	18151
8.430000	17942
8.430833	17749
8.431667	17537
8.432500	17330
8.433333	17140
8.434167	16931
8.435000	16740
8.435833	16539
8.436667	16340
8.437500	16148
8.438333	15950
8.439167	15758
8.440000	15567
8.440833	15376
8.441667	15187
8.442500	15008
8.443333	14822
8.444167	14641
8.445000	14463
8.445833	14285
8.446667	14103
8.447500	13928
8.448333	13754
8.449167	13580
8.450000	13416
8.450833	13244
8.451667	13069
8.452500	12910
8.453333	12751
8.454167	12571
8.455000	12421
8.455833	12267
8.456667	12105
8.457500	11950
8.458333	11794
8.459167	11633
8.460000	11487
8.460833	11337
8.461667	11180
8.462500	11033
8.463333	10894
8.464167	10732
8.465000	10595
8.465833	10455
8.466667	10316
8.467500	10187
8.468333	10051
8.469167	9916
8.470000	9783
8.470833	9658
8.471667	9529
8.472500	9395
8.473333	9277
8.474167	9149
8.475000	9030
8.475833	8903
8.476667	8783
8.477500	8666
8.478333	8549
8.479167	8436
8.480000	8315
8.480833	8194
8.481667	8084
8.482500	7974
8.483333	7859
8.484167	7751
8.485000	7652
8.485833	7542
8.486667	7434
8.487500	7334
